Khmer,Math,Biology,History,Chemistry,Physics,English,Interest,Major
C,F,F,E,F,A,E,How can I study Telecommunication and Networking?,Telecommunication and Networking
A,C,B,E,C,A,C,Focusing on Networking and Problem Solving,Telecommunication and Networking
A,F,D,E,D,C,D,"network administration, wan",Telecommunication and Networking
D,E,F,E,F,B,B,5g internet protocol telecom,Telecommunication and Networking
D,D,F,D,C,B,B,Researching Telecommunication and Networking opportunities,Telecommunication and Networking
B,C,B,B,C,B,F,"5g, wan",Telecommunication and Networking
B,E,F,D,C,A,D,Helping with Wireless Tech in Telecommunication and Networking,Telecommunication and Networking
B,C,B,C,A,A,F,I want to work with scripting,Telecommunication and Networking
C,D,D,B,C,B,C,Is Telecommunication and Networking a good major?,Telecommunication and Networking
C,F,B,C,E,A,C,I enjoy wifi and Mathematics,Telecommunication and Networking
C,F,F,E,F,B,D,Systems Engineer career path,Telecommunication and Networking
D,F,D,D,F,B,F,I am looking for a career in DevOps Engineer,Telecommunication and Networking
F,C,C,D,E,C,D,How can I study Telecommunication and Networking?,Telecommunication and Networking
C,B,C,C,D,A,A,I want to improve my skills in Problem Solving,Telecommunication and Networking
E,D,D,B,F,A,E,I am looking for a career in Telecom Engineer,Telecommunication and Networking
A,A,A,B,A,A,A,I am interested in Telecommunication and Networking,Telecommunication and Networking
A,A,A,A,B,A,B,I am looking for a career in Network Engineer,Telecommunication and Networking
C,E,B,E,F,A,D,I want to work with network,Telecommunication and Networking
A,C,C,B,F,B,F,Network Administrator career path,Telecommunication and Networking
C,B,D,C,C,A,C,I am looking for a career in Telecom Engineer,Telecommunication and Networking
C,C,D,C,C,A,C,Focusing on Wireless Tech and Programming,Telecommunication and Networking
E,F,F,D,F,C,E,I love math,Telecommunication and Networking
B,E,C,D,F,B,B,Telecommunication and Networking,Telecommunication and Networking
C,D,E,A,E,A,C,I want to study Telecommunication and Networking,Telecommunication and Networking
B,D,E,D,B,A,F,I love server,Telecommunication and Networking
C,C,A,C,B,A,B,I want to improve my skills in Programming,Telecommunication and Networking
C,C,A,C,B,A,D,Interested in Telecommunication and Networking and python,Telecommunication and Networking
D,F,E,C,E,C,B,Telecommunication and Networking,Telecommunication and Networking
D,E,A,E,F,B,D,"coding, routing",Telecommunication and Networking
D,A,D,E,C,A,E,I'm passionate about coding,Telecommunication and Networking
D,B,D,C,B,A,A,Helping with Mathematics in Telecommunication and Networking,Telecommunication and Networking
B,B,B,C,C,A,F,Study Telecommunication and Networking,Telecommunication and Networking
B,D,B,D,D,B,A,Is Telecommunication and Networking a good major?,Telecommunication and Networking
B,A,A,B,B,B,B,I want to apply my Programming skills in the field of Telecommunication and Networking,Telecommunication and Networking
D,F,F,D,E,C,F,Study Telecommunication and Networking,Telecommunication and Networking
B,B,A,C,B,A,B,"Good at Programming, want to be a Network Engineer",Telecommunication and Networking
C,E,F,E,F,B,C,Helping with Wireless Tech in Telecommunication and Networking,Telecommunication and Networking
B,C,C,D,B,A,F,Is Telecommunication and Networking a good major?,Telecommunication and Networking
C,A,B,A,A,A,D,I love python,Telecommunication and Networking
D,C,F,D,C,C,B,I want to study Telecommunication and Networking,Telecommunication and Networking
B,F,B,B,F,B,F,I am interested in Telecommunication and Networking,Telecommunication and Networking
D,F,F,C,F,C,A,I'm passionate about ip,Telecommunication and Networking
C,E,B,D,E,A,E,I enjoy cisco and Networking,Telecommunication and Networking
C,B,A,A,B,A,C,I want to improve my skills in Mathematics,Telecommunication and Networking
C,B,E,D,C,B,E,My goal is to become a Connectivity Specialist,Telecommunication and Networking
C,C,C,C,C,A,E,I want to apply my Problem Solving skills in the field of Telecommunication and Networking,Telecommunication and Networking
C,D,A,B,C,A,B,Network Administrator career path,Telecommunication and Networking
A,D,F,C,D,B,F,Study Telecommunication and Networking,Telecommunication and Networking
C,E,E,C,F,C,F,I enjoy physics and Mathematics,Telecommunication and Networking
A,C,C,C,C,A,B,I want to apply my Wireless Tech skills in the field of Telecommunication and Networking,Telecommunication and Networking
C,B,D,B,C,A,F,I enjoy network and Networking,Telecommunication and Networking
B,A,E,D,F,D,F,I am looking for a career in Telecom Engineer,Telecommunication and Networking
A,A,A,A,A,A,B,I am looking for a career in Network Administrator,Telecommunication and Networking
B,E,C,B,C,B,D,I want to apply my Programming skills in the field of Telecommunication and Networking,Telecommunication and Networking
C,D,E,E,F,C,A,"Learning more about Study of network architecture, data transmission, and commun...",Telecommunication and Networking
D,D,D,D,C,C,A,How can I study Telecommunication and Networking?,Telecommunication and Networking
C,C,E,C,D,B,B,Telecommunication and Networking seems like a good fit for me,Telecommunication and Networking
C,B,A,C,A,A,A,I want to study Telecommunication and Networking,Telecommunication and Networking
C,A,A,D,A,A,D,I want to improve my skills in Programming,Telecommunication and Networking
C,E,E,C,F,C,F,Interested in Telecommunication and Networking and transmission,Telecommunication and Networking
C,D,A,C,A,A,A,I am interested in Telecommunication and Networking,Telecommunication and Networking
B,F,C,D,D,A,C,I am looking for a career in Telecom Engineer,Telecommunication and Networking
D,A,B,C,A,A,A,Interested in Telecommunication and Networking and wan,Telecommunication and Networking
C,F,E,D,E,A,F,Study Telecommunication and Networking,Telecommunication and Networking
B,A,B,B,C,A,D,I enjoy internet and Problem Solving,Telecommunication and Networking
C,E,C,D,D,B,F,"Good at Mathematics, want to be a DevOps Engineer",Telecommunication and Networking
D,D,B,D,C,B,E,My goal is to become a DevOps Engineer,Telecommunication and Networking
C,B,F,D,E,A,B,devops wireless vpn,Telecommunication and Networking
B,C,F,A,C,B,E,I want to work with network engineer,Telecommunication and Networking
A,B,B,B,C,A,B,Telecommunication and Networking seems like a good fit for me,Telecommunication and Networking
B,D,B,B,C,A,B,"Learning more about Study of network architecture, data transmission, and commun...",Telecommunication and Networking
B,D,E,D,B,A,F,I love infrastructure,Telecommunication and Networking
D,C,F,D,F,A,F,I am interested in Telecommunication and Networking,Telecommunication and Networking
B,B,B,B,C,A,C,I am interested in Telecommunication and Networking,Telecommunication and Networking
C,E,C,A,E,A,F,I love backend,Telecommunication and Networking
D,F,E,E,F,C,F,math wireless server,Telecommunication and Networking
D,E,A,E,F,B,D,Interested in Telecommunication and Networking and automation,Telecommunication and Networking
B,E,C,B,B,C,B,Study Telecommunication and Networking,Telecommunication and Networking
A,C,F,C,B,B,B,I want to study Telecommunication and Networking,Telecommunication and Networking
A,B,B,C,B,A,F,Is Telecommunication and Networking a good major?,Telecommunication and Networking
B,B,B,B,D,A,E,Focusing on Mathematics and Networking,Telecommunication and Networking
C,B,C,C,A,A,B,I want to study Telecommunication and Networking,Telecommunication and Networking
C,F,A,F,E,A,E,Interested in Telecommunication and Networking and cisco,Telecommunication and Networking
D,A,B,B,B,A,C,"Learning more about Study of network architecture, data transmission, and commun...",Telecommunication and Networking
B,B,A,C,B,A,B,Researching Telecommunication and Networking opportunities,Telecommunication and Networking
A,A,A,A,A,A,B,Researching Telecommunication and Networking opportunities,Telecommunication and Networking
B,B,B,C,A,A,C,Cloud Engineer career path,Telecommunication and Networking
C,F,F,D,F,A,D,Interested in Telecommunication and Networking and ip,Telecommunication and Networking
B,B,A,B,B,A,E,"Good at Problem Solving, want to be a Network Engineer",Telecommunication and Networking
C,D,F,B,F,A,F,Interested in Telecommunication and Networking and signals,Telecommunication and Networking
A,E,B,C,D,A,F,Focusing on Problem Solving and Mathematics,Telecommunication and Networking
A,E,A,B,C,A,D,I want to study Telecommunication and Networking,Telecommunication and Networking
E,F,D,C,D,C,A,Researching Telecommunication and Networking opportunities,Telecommunication and Networking
D,E,F,C,C,B,B,Is Telecommunication and Networking a good major?,Telecommunication and Networking
E,C,E,D,D,A,A,I want to study Telecommunication and Networking,Telecommunication and Networking
C,B,C,C,D,B,D,I love telecom,Telecommunication and Networking
B,A,B,B,A,A,C,How can I study Telecommunication and Networking?,Telecommunication and Networking
D,E,C,C,C,A,F,scripting backend 5g,Telecommunication and Networking
C,F,C,C,F,A,D,I want to study Telecommunication and Networking,Telecommunication and Networking
D,C,F,D,C,B,C,"Learning more about Study of network architecture, data transmission, and commun...",Telecommunication and Networking
C,B,A,A,A,A,D,I want to apply my Problem Solving skills in the field of Telecommunication and Networking,Telecommunication and Networking
C,F,F,C,F,B,F,tcp signals dns,Telecommunication and Networking
A,A,B,C,C,A,D,I am interested in Telecommunication and Networking,Telecommunication and Networking
E,F,F,D,E,B,B,Helping with Hardware in Telecommunication and Networking,Telecommunication and Networking
B,F,F,B,E,A,B,Interested in Telecommunication and Networking and server,Telecommunication and Networking
C,F,B,C,E,A,C,Is Telecommunication and Networking a good major?,Telecommunication and Networking
A,E,F,D,F,C,B,My goal is to become a Cloud Engineer,Telecommunication and Networking
A,C,D,D,C,B,D,I'm passionate about network administration,Telecommunication and Networking
B,A,A,C,C,A,F,Interested in Telecommunication and Networking and technology,Telecommunication and Networking
C,D,D,D,D,A,C,Telecommunication and Networking seems like a good fit for me,Telecommunication and Networking
B,C,D,C,F,A,F,Telecommunication and Networking,Telecommunication and Networking
C,C,E,C,D,B,A,How can I study Telecommunication and Networking?,Telecommunication and Networking
C,D,B,D,F,B,A,Interested in Telecommunication and Networking and python,Telecommunication and Networking
C,B,C,B,B,A,D,How can I study Telecommunication and Networking?,Telecommunication and Networking
A,B,A,C,A,A,D,I enjoy scripting and Networking,Telecommunication and Networking
C,E,F,D,D,C,F,Study Telecommunication and Networking,Telecommunication and Networking
D,F,F,D,F,C,F,I am interested in Telecommunication and Networking,Telecommunication and Networking
E,E,A,C,D,A,D,Telecommunication and Networking,Telecommunication and Networking
B,D,E,D,D,C,D,I want to apply my Hardware skills in the field of Telecommunication and Networking,Telecommunication and Networking
B,C,D,C,C,B,B,I want to apply my Problem Solving skills in the field of Telecommunication and Networking,Telecommunication and Networking
E,E,C,C,D,A,C,Helping with Hardware in Telecommunication and Networking,Telecommunication and Networking
B,B,A,B,B,A,A,I want to apply my Networking skills in the field of Telecommunication and Networking,Telecommunication and Networking
B,D,F,C,F,B,F,"Learning more about Study of network architecture, data transmission, and commun...",Telecommunication and Networking
A,B,A,A,B,B,C,I want to study Telecommunication and Networking,Telecommunication and Networking
B,A,C,C,B,A,C,I am interested in Telecommunication and Networking,Telecommunication and Networking
B,F,F,D,E,B,D,Interested in Telecommunication and Networking and programming,Telecommunication and Networking
D,F,D,C,E,C,C,I'm passionate about network,Telecommunication and Networking
B,E,E,C,D,B,E,Interested in Telecommunication and Networking and backend,Telecommunication and Networking
B,C,C,C,C,A,C,Interested in Telecommunication and Networking and vpn,Telecommunication and Networking
E,B,F,E,C,A,A,I want to study Telecommunication and Networking,Telecommunication and Networking
C,B,A,A,B,A,A,Helping with Wireless Tech in Telecommunication and Networking,Telecommunication and Networking
E,B,F,E,C,A,A,"Learning more about Study of network architecture, data transmission, and commun...",Telecommunication and Networking
C,E,F,D,F,B,F,Focusing on Problem Solving and Wireless Tech,Telecommunication and Networking
A,D,C,D,E,B,B,transmission vpn cloud,Telecommunication and Networking
B,F,E,E,F,C,E,Researching Telecommunication and Networking opportunities,Telecommunication and Networking
A,A,A,A,C,A,D,I am interested in Telecommunication and Networking,Telecommunication and Networking
